sex,Dose,type_vax,week,riskfactor,ACUASEARTHRITIS_broad_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,2021-01-11,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802001.92,0,0,769921.84,0,0,836871.57,0,0,836871.57,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,769921.84,0,0,3849609.2,0,0,769921.84,0,0,874911.18,0,0,802001.92,0,0,916573.62
0,0,0,2021-01-18,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802001.92,0,0,769921.84,0,0,836871.57,0,0,836871.57,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,769921.84,0,0,3849609.2,0,0,769921.84,0,0,874911.18,0,0,802001.92,0,0,916573.62
0,0,0,2021-01-25,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802001.92,0,0,769921.84,0,0,836871.57,0,0,836871.57,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,769921.84,0,0,3849609.2,0,0,769921.84,0,0,874911.18,0,0,802001.92,0,0,916573.62
0,0,0,2021-02-01,CV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,821562.94,0,0,787931.71,0,0,858193.13,0,0,858193.13,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,898242.15,0,0,898242.15,0,0,821562.94,0,0,821562.94,0,0,787931.71,0,0,3849609.2,213596.49,5407.79,1190083.48,0,0,898242.15,0,0,821562.94,0,0,942212.04
0,0,0,2021-02-08,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836871.57,0,0,802001.92,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,802001.92,0,0,3849609.2,0,0,802001.92,0,0,916573.62,0,0,836871.57,0,0,962402.3
0,0,0,2021-02-15,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836871.57,0,0,802001.92,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,802001.92,0,0,3849609.2,0,0,802001.92,0,0,916573.62,0,0,836871.57,0,0,962402.3
0,0,0,2021-02-22,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836871.57,0,0,802001.92,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,802001.92,0,0,3849609.2,0,0,802001.92,0,0,916573.62,0,0,836871.57,0,0,962402.3
0,0,0,2021-03-01,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836871.57,0,0,802001.92,0,0,874911.18,0,0,874911.18,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,802001.92,0,0,3849609.2,0,0,802001.92,0,0,916573.62,0,0,836871.57,0,0,962402.3
0,0,0,2021-03-08,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852761.53,0,0,816583.77,0,0,892293.52,0,0,892293.52,0,0,816583.77,0,0,816583.77,0,0,816583.77,0,0,816583.77,0,0,816583.77,0,0,935668.9,0,0,935668.9,0,0,852761.53,0,0,852761.53,0,0,816583.77,0,0,3849609.2,0,0,816583.77,0,0,935668.9,0,0,852761.53,0,0,983476.8
0,0,0,2021-03-15,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874911.18,0,0,836871.57,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,962402.3,0,0,962402.3,0,0,874911.18,0,0,874911.18,0,0,836871.57,0,0,3849609.2,0,0,836871.57,0,0,962402.3,0,0,874911.18,0,0,1013055.05
0,0,0,2021-03-22,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874911.18,0,0,836871.57,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,962402.3,0,0,962402.3,0,0,874911.18,0,0,874911.18,0,0,836871.57,0,0,3849609.2,0,0,836871.57,0,0,962402.3,0,0,874911.18,0,0,1013055.05
0,0,0,2021-03-29,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874911.18,0,0,836871.57,0,0,916573.62,0,0,916573.62,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,962402.3,0,0,962402.3,0,0,874911.18,0,0,874911.18,0,0,836871.57,0,0,3849609.2,0,0,836871.57,0,0,962402.3,0,0,874911.18,0,0,1013055.05
1,0,0,2020-01-06,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-01-13,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-01-20,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-01-27,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-02-03,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-02-10,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-02-17,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-02-24,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-03-02,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-03-09,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-03-16,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-03-23,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-03-30,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-04-06,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-04-13,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-04-20,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,1013055.05,0,0,1013055.05,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,19248046.01,0,0,962402.3,0,0,1013055.05,0,0,962402.3,0,0,1013055.05
1,0,0,2020-04-27,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,1036433.25,0,0,1036433.25,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,19248046.01,0,0,983476.8,0,0,1036433.25,0,0,983476.8,0,0,1036433.25
1,0,0,2020-05-04,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-05-11,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-05-18,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-05-25,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-06-01,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-06-08,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-06-15,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-06-22,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-06-29,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1069335.89,0,0,1069335.89,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,19248046.01,0,0,1013055.05,0,0,1069335.89,0,0,1013055.05,0,0,1069335.89
1,0,0,2020-07-06,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1095417.25,0,0,1095417.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,19248046.01,0,0,1036433.25,0,0,1095417.25,0,0,1036433.25,0,0,1095417.25
1,0,0,2020-07-13,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,19248046.01,0,0,1069335.89,0,0,1132238,0,0,1069335.89,0,0,1132238
1,0,0,2020-07-20,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,19248046.01,0,0,1069335.89,0,0,1132238,0,0,1069335.89,0,0,1132238
1,0,0,2020-07-27,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,19248046.01,0,0,1069335.89,0,0,1132238,0,0,1069335.89,0,0,1132238
1,0,0,2020-08-03,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,19248046.01,0,0,1069335.89,0,0,1132238,0,0,1069335.89,0,0,1132238
1,0,0,2020-08-10,CV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1151592.5,0,0,1151592.5,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,19248046.01,294556.45,7457.52,1641163.51,0,0,1151592.5,0,0,1086583.24,0,0,1151592.5
1,0,0,2020-08-17,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-08-24,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-08-31,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-09-07,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-09-14,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-09-21,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-09-28,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238,0,0,19248046.01,0,0,1132238,0,0,1203002.88,0,0,1132238,0,0,1203002.88
1,0,0,2020-10-05,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,19248046.01,0,0,1203002.88,0,0,1283203.07,0,0,1203002.88,0,0,1283203.07
1,0,0,2020-10-12,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,19248046.01,0,0,1203002.88,0,0,1283203.07,0,0,1203002.88,0,0,1283203.07
1,0,0,2020-10-19,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,19248046.01,0,0,1203002.88,0,0,1283203.07,0,0,1203002.88,0,0,1283203.07
1,0,0,2020-10-26,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,19248046.01,0,0,1203002.88,0,0,1283203.07,0,0,1203002.88,0,0,1283203.07
1,0,0,2020-11-02,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,19248046.01,0,0,1203002.88,0,0,1283203.07,0,0,1203002.88,0,0,1283203.07
